Year Local,Month Local,Day Local,Cloud Ceiling (m) / Mean,Cloud Cover Fraction / Fraction Nan,Cloud Cover Fraction / Fraction Clr,Cloud Cover Fraction / Fraction Few,Cloud Cover Fraction / Fraction Sct,Cloud Cover Fraction / Fraction Bkn,Cloud Cover Fraction / Fraction Ovc,Cloud Cover Fraction / Median,Dew Point C / High,Dew Point C / Low,Humidity Fraction / High,Humidity Fraction / Low,Humidity Fraction / Mean,Precipitation One Hour (mm) / Mean,Precipitation One Hour (mm) / Sum,Weather Codes / Precipitation Count,Weather Codes / Drizzle Count,Weather Codes / Rain Slight Count,Weather Codes / Rain Moderate Count,Weather Codes / Rain Heavy Count,Weather Codes / Snow Slight Count,Weather Codes / Snow Moderate Count,Weather Codes / Snow Heavy Count,Weather Codes / Thunderstorm Count,Weather Code Most Severe / Icon Code,Pressure Altimeter (mbar) / Mean,Snow Depth (cm) / Mean,Temperature C / High,Temperature C / Low,Visibility (km) / Mean,Wind Direction (degrees) / Angular Mean,Wind Gust (m/s) / Max,Wind Speed (m/s) / High,Wind Speed (m/s) / Low,Wind Speed (m/s) / Mean
1993.0,3.0,17.0,2040,0,0,0.29,0.54,0.13,0.04,0.6,21.1,18.3,0.935,0.819,0.902,0.03,0.6,5,0,3,2,0,0,0,0,0,2,1014.5,,24.4,20,13.6,149.7,12.3,8.8,0,4.4
1993.0,3.0,18.0,1450,0,0.04,0.04,0.83,0.08,0,0.5,18.9,16.7,0.934,0.707,0.838,0,0,0,0,0,0,0,0,0,0,0,0,1013.8,,22.8,18.9,15.2,330.5,10.8,8.2,0,5.2
1993.0,3.0,19.0,350,0,0.33,0.25,0.21,0.04,0.17,0.25,17.8,16.1,0.871,0.642,0.772,0,0,1,0,1,0,0,0,0,0,0,0,1017.7,,24.4,18.9,15.9,27.5,12.8,9.8,6.2,7.8
1993.0,3.0,20.0,270,0,0,0.25,0.46,0.08,0.21,0.5,20,17.8,0.9,0.738,0.841,0,0,1,1,0,0,0,0,0,0,0,0,1018.5,,25,20,14.9,45.3,9.2,7.7,2.6,5.4
1993.0,3.0,21.0,2400,0,0.21,0.29,0.46,0.04,0,0.38,21.1,19.4,0.935,0.692,0.829,0,0,0,0,0,0,0,0,0,0,0,0,1018.8,,26.1,20.6,15,77.2,,6.2,2.6,3.7
1993.0,3.0,22.0,7500,0,0.42,0.17,0.29,0.13,0,0.25,21.7,20,0.935,0.739,0.827,0,0,0,0,0,0,0,0,0,0,0,0,1020.1,,26.1,21.7,16,100.5,9.7,7.2,2.1,5
1993.0,3.0,23.0,7500,0,0.29,0.33,0.25,0.04,0.08,0.25,21.7,20.6,0.902,0.74,0.821,0,0,0,0,0,0,0,0,0,0,0,0,1020.6,,26.7,22.8,16,115.5,,7.2,3.6,5
1993.0,3.0,24.0,,0,0.25,0.04,0.71,0,0,0.6,21.7,20,0.908,0.739,0.814,0,0,0,0,0,0,0,0,0,0,0,0,1019.1,,26.7,23.3,16,122.6,,5.2,3.1,3.8
1993.0,3.0,25.0,4020,0,0,0.33,0.46,0.08,0.13,0.5,22.2,20,0.936,0.763,0.837,0.1,2.3,3,0,3,0,0,0,0,0,0,0,1016.7,,25.6,22.8,15.2,104.4,,5.7,1.5,3.7
1993.0,3.0,26.0,2090,0,0.42,0.25,0.29,0.04,0,0.25,22.8,19.4,0.936,0.687,0.839,0.13,3,4,0,2,1,0,0,0,0,1,0,1014.5,,26.1,22.2,14.9,217.6,9.7,6.7,2.1,3.9
1993.0,3.0,27.0,2700,0,0.42,0.17,0.33,0.08,0,0.25,22.8,18.9,0.935,0.692,0.809,0,0,0,0,0,0,0,0,0,0,0,0,1014.4,,27.8,20.6,14.9,227.1,,5.2,0,2.7
1993.0,3.0,28.0,600,0,0.33,0.29,0.33,0.04,0,0.25,22.2,18.3,0.908,0.641,0.794,0,0,0,0,0,0,0,0,0,0,0,0,1014.6,,26.1,21.1,14.5,339.5,,6.7,0,4.4
1993.0,3.0,29.0,5057.1,0,0.46,0.04,0.21,0.25,0.04,0.38,20,15,0.933,0.543,0.739,0,0,0,0,0,0,0,0,0,0,0,0,1014.6,,27.2,18.9,14.6,59.1,,4.1,0,2.1
1993.0,3.0,30.0,6150,0,0.21,0.17,0.46,0.13,0.04,0.5,23.3,20,0.903,0.696,0.806,0,0,0,0,0,0,0,0,0,0,0,0,1013.6,,28.3,22.2,14.8,160.5,,4.6,0,3.5
1993.0,3.0,31.0,,0,0.5,0.46,0.04,0,0,0.18,23.9,22.2,0.936,0.672,0.828,0,0,0,0,0,0,0,0,0,0,0,0,1012.4,,28.9,24.4,14.3,165.5,,6.2,2.6,4
